title,description,publishedAt,url,category
"See inside Eagle's Nest, the 42-acre New York Vanderbilt estate where a Gilded Age heir built his sprawling mansion","Eagle's Nest was built for William K. Vanderbilt II between 1910 and 1936, and is now home to a museum, planetarium, hiking trails, and more.",2025-07-01T18:21:53Z,https://www.businessinsider.com/eagles-nest-vanderbilt-mansion-musuem-long-island-photos-2025-7,business
TikTok cuts more e-commerce workers as rolling layoffs continue. Here's what the company is telling staffers.,"TikTok is letting go of some workers in its e-commerce division, one of several rounds of job cuts in 2025.",2025-07-02T18:16:31Z,https://www.businessinsider.com/tiktok-cuts-more-e-commerce-workers-as-rolling-layoffs-continue-2025-7,business
Trump's latest business venture: A fragrance he says is 'all about winning',"President Trump has announced a new addition to his personal line of merchandise: ""Trump Fragrances,"" Trump-branded perfume and cologne that costs $249.",2025-07-01T16:45:02Z,https://abcnews.go.com/US/trumps-latest-business-venture-fragrance-winning/story?id=123376093,business
Skims' cofounder said he set out to be the Starbucks of underwear,"He said Starbucks drinks were premium but still affordable, something he wanted to emulate with his loungewear brand.",2025-07-02T08:55:04Z,https://www.businessinsider.com/skims-cofounder-set-out-to-be-starbucks-underwear-2025-7,business
"Peter Thiel and His Goons Are Launching Their Own Bank (Yes, It has a Tolkien-Inspired Name)","They're trolling us, right?",2025-07-02T19:35:39Z,https://gizmodo.com/peter-thiel-and-his-goons-are-launching-their-own-bank-yes-it-has-a-tolkien-inspired-name-2000623443,business
"LG Gram 17 Touchscreen Laptop Copilot+ PC Is $3,000 Off, This 5-Star 2025 Model at 60% Off Is Going Fast",Save 60% on the LG Gram 17 touchscreen laptop for a limited time at Amazon.,2025-07-02T15:10:45Z,https://gizmodo.com/lg-gram-17-touchscreen-laptop-copilot-pc-is-3000-off-this-5-star-2025-model-at-60-off-is-going-fast-2000622898,business
Working too much? EU law says you're entitled to more rest.:),"If you’re based in the EU, the Working Time Directive affects your business. Here are 5 key facts – and how Nureti helps you stay compliant, automatically.",2025-07-02T05:09:23Z,https://nureti.com/blog/things-you-did-not-know-eu-time-directive/,business
Sean 'Diddy' Combs found not guilty of sex trafficking and racketeering,"On Wednesday, Diddy was acquitted of sex trafficking and racketeering conspiracy. A jury found him guilty of two lesser counts.",2025-07-02T19:13:13Z,https://www.businessinsider.com/diddy-found-not-guilty-of-sex-trafficking-and-racketeering-2025-7,business
A trucker in his late 70s who can't afford to retire shares the big regret he made decades ago that may have changed his circumstances,"Hank Faber has been trucking for over 30 years and driven over 4 million miles, but can't afford to stop yet. He needs the money to pay his bills.",2025-07-01T10:58:01Z,https://www.businessinsider.com/trucker-still-driving-late-70s-cant-afford-retirement-2025-6,business
Read the exclusive pitch deck AI voice agent startup Cekura used to raise $2.4 million out of Y Combinator,Y Combinator-backed Cekura was founded by three longtime friends to stress-test AI voice agents in highly-regulated industries.,2025-07-01T12:00:01Z,https://www.businessinsider.com/read-pitch-deck-y-combinator-startup-used-seed-funding-2025-6,business
"Trump suggests DOGE should 'take a good, hard look' at government contracts with Musk's companies","He said on Truth Social the US could ""save a fortune"" if there were ""no more rocket launches, satellites.""",2025-07-01T08:21:33Z,https://www.businessinsider.com/trump-doge-take-good-hard-look-at-contracts-with-musk-2025-7,business
"Trump is going after Jerome Powell again, calling on the Fed chair to resign",Trump amplified calls for Congress to investigate Powell on the Fed's headquarters renovation.,2025-07-03T04:10:28Z,https://www.businessinsider.com/trump-going-after-jerome-powell-calling-for-resignation-2025-7,business
Tesla's energy storage business gets sucked into the company's downward spiral,"For the second consecutive quarter, deployments of its Powerwall and Megapack stationary storage products have declined.",2025-07-02T19:38:14Z,https://techcrunch.com/2025/07/02/teslas-energy-storage-business-gets-sucked-into-the-companys-downward-spiral/,business
"Grammarly Adds Superhuman Email App to Build an AI Suite for Users, Report Says",The app that tells you how to reword that awkward phrase could be eyeing a bigger claim on your workspace.,2025-07-01T13:44:59Z,https://www.cnet.com/tech/services-and-software/grammarly-adds-superhuman-email-app-to-build-an-ai-suite-for-users-report-says/,business
Larry Summers: ‘Smart Businesses Are Going to Maintain Flexibility’,A conversation with the former U.S. Treasury Secretary on leading businesses in 2025.,2025-07-01T12:20:00Z,https://hbr.org/podcast/2025/07/larry-summers-smart-businesses-are-going-to-maintain-flexibility,business
"Tesla’s Numbers Are In, and They’re Not Good","The electric vehicle maker has posted its second straight quarter of declining deliveries this year, continuing to pay the price for Elon Musk's political turn.",2025-07-03T01:10:56Z,https://gizmodo.com/teslas-numbers-are-in-and-theyre-not-good-2000623670,business
Why your organization needs both AI moonshots and mundane wins,"How to balance big swings and safe bets to build the most powerful AI portfolio for your business

Enterprises are on track to pour $307 billion into AI in 2025—more than $35 million dollars every hour. Yet most of that cash will never see daylight: an S&P Gl…",2025-07-01T10:02:00Z,https://www.fastcompany.com/91358541/why-your-organization-needs-both-ai-moonshots-and-mundane-wins,business
Ray Dalio warns that politicians can't solve the 'debt bomb problem' without serious voter blowback,"""To me, that's a tragedy,"" Dalio wrote in an X post on Monday.",2025-07-01T06:30:26Z,https://www.businessinsider.com/dalio-politicians-cant-solve-us-deb-problem-without-voter-backlash-2025-7,business
Self-made billionaire John Calamos says young people need to hustle — and have a mission in life — to be successful,"John Calamos, a billionaire investor and former fighter pilot, told BI that hard work, tenacity, and having a mission are key to success in life.",2025-07-01T09:00:02Z,https://www.businessinsider.com/billionaire-john-calamos-life-advice-young-people-parents-kids-2025-6,business
Xerox Buys Lexmark For $1.5 Billion As Print Industry Clings To Relevance,"BrianFagioli shares a report from NERDS.xyz: In a move that feels straight out of a different era, Xerox has officially acquired Lexmark for $1.5 billion. The deal includes net debt and assumed liabilities, and it pulls Lexmark out of the hands of Chinese own…",2025-07-01T23:00:00Z,https://slashdot.org/story/25/07/01/2247221/xerox-buys-lexmark-for-15-billion-as-print-industry-clings-to-relevance,business
Paramount is paying $16 million to settle Trump's '60 Minutes' lawsuit,"Paramount did not include an apology or a statement of regret when settling the lawsuit, it noted late Tuesday.",2025-07-02T10:10:26Z,https://www.businessinsider.com/paramount-to-pay-16-million-settle-trump-60-minutes-lawsuit-2025-7,business
"4 sneaker trends that are in this summer and 4 that are out, according to stylists","Stylists said backless sneakers and colorful kicks are popular this summer. All-white and chunky sneakers, however, won't be as prevalent.",2025-07-02T16:11:30Z,https://www.businessinsider.com/sneakers-whats-popular-and-out-of-style-right-now-photos-2025-7,business
Language app Babbel has a new CEO. Here's what he's learned about leading from day one,"Babbel CEO Tim Allen is prioritizing employee insights in his new role and says he plans AI integration to support, not replace, human instructors.",2025-07-02T16:33:31Z,https://www.businessinsider.com/babbel-ceo-tim-allen-leadership-ai-2025-7,business
KPMG partners share how to turn your Big Four summer internship into a job offer,BI asked partners at the Big Four firm KPMG what skill they want to see from their summer interns.,2025-07-02T12:11:10Z,https://www.businessinsider.com/summer-internship-kpmg-big-four-job-offer-2025-7,business
"It's not just Tesla — Rivian's deliveries were down last quarter, too","Rivian delivered 10,661 vehicles during its second quarter. That's a drop compared to the same time last year, when Rivian delivered 13,790 vehicles.",2025-07-03T00:45:28Z,https://www.businessinsider.com/rivian-reports-delivery-decline-during-q2-2025-7,business
Bolt CEO says unlimited PTO is a 'totally broken' policy — so he killed it in favor of 4 mandatory paid weeks off,"""When time off is undefined, the good ones don't take PTO. The bad ones take too much,"" said Bolt CEO Ryan Breslow on Tuesday.",2025-07-01T16:34:20Z,https://www.businessinsider.com/bolt-ceo-ends-unlimited-pto-vacation-policy-2025-7,business
"Man who skipped security and snuck onto an American flight ordered to pay $60,000 after the flight was canceled",A 32-year-old man tried to pay a security guard at Philadelphia International Airport for access to the airside area of the terminal without a ticket.,2025-07-02T14:47:17Z,https://www.businessinsider.com/man-sneaked-onto-american-airlines-flight-ordered-pay-60-000-2025-7,business
Corona's owner says beer sales have slowed because one major customer group isn't buying beer like it used to,"Constellation Brands said its top sales states, with large Hispanic populations, saw subdued spending in the recent quarter.",2025-07-02T05:09:38Z,https://www.businessinsider.com/corona-owner-slow-beer-sales-main-customers-not-going-out-2025-7,business
"The best early Amazon Prime Day deals include Nespresso, viral beauty products, and more","Amazon Prime Day is only days away, and the deals are already trickling in. Here are the best early discounts, including tech, beauty, and more.",2025-07-02T23:00:33Z,https://www.businessinsider.com/guides/deals/early-prime-day-deals-2025,business
Natixis APAC CEO on Japan Branch Expansion,"Bruno Le Saint, APAC CEO at Natixis CIB, discusses the firm's new banking branch establishment in Japan and says he aims to ""double the number of employees...",2025-07-01T00:49:38Z,https://finance.yahoo.com/video/natixis-apac-ceo-japan-branch-004938252.html,business
The GOP’s big spending bill could kill renewable energy projects,Senate Republicans today passed a sweeping spending bill that narrowly avoided punitive tax measures on renewable energy but still threatens to stall its growth in the US.  After wrangling over hundreds of amendments for more than 24 hours in a so-called “vot…,2025-07-01T20:03:51Z,https://www.theverge.com/news/696047/senate-republican-spending-bill-passage-renewable-wind-solar-energy,business
Kansas City tried one of Zohran Mamdani's big ideas for NYC. Here's how it could change riding the bus in the Big Apple.,"New York's Democratic nominee for mayor, Zohran Mamdani, has pledged to make NYC's public buses free. It's not a totally new idea.",2025-07-03T08:08:01Z,https://www.businessinsider.com/zohran-mamdani-free-bus-kansas-city-new-york-city-2025-7,business
"Diddy verdict shows feds overreached when they called him a mob boss, ex-prosecutors say",Former federal prosecutors say Sean Combs' verdict shows the jury didn't believe the hip-hop mogul was a mob boss.,2025-07-02T18:25:46Z,https://www.businessinsider.com/diddy-verdict-feds-overreached-racketeering-charge-mob-boss-2025-7,business
"Trump's NJ golf courses can sell liquor for 6 more months, but he can't pocket the cash just yet","Trump is barred from pocketing liquor-sale proceeds from his Bedminster and Colts Neck golf clubs. It's a ban one legal expert called ""peculiar.""",2025-07-01T21:54:56Z,https://www.businessinsider.com/trumps-nj-golf-clubs-can-serve-liquor-despite-felonies-2025-7,business
I resigned from a 6-figure job and gave up my pension after burnout broke me. Here's how I recovered mentally and financially.,"Christy Rutherford resigned from her job with the US Coast Guard with only three and a half years left until retirement, forfeiting a full pension.",2025-07-02T09:05:01Z,https://www.businessinsider.com/resigned-job-before-get-pension-burnout-broke-me-2025-7,business
The federal government looks like it is taking a page out of Big Tech's playbook,"A federal worker memo that says ""poor performers"" will be cut is the latest sign that the government is mimicking tech company behaviors.",2025-07-02T11:11:01Z,https://www.businessinsider.com/federal-government-page-from-silicon-valley-playbook-low-performer-memo-2025-6,business
"This post-divorce parenting trend puts the kids first, but it comes with challenges","Families are trying 'nesting' after divorce. Family and relationship experts say it can ease the transition for kids, but it's hard to pull off.",2025-07-02T10:19:01Z,https://www.businessinsider.com/nesting-post-divorce-parenting-trend-challenges-2025-7,business
"How wealthy tech leaders have prepped for a possible doomsday, from underground bunkers to gun stockpiles","Tech leaders have invested in doomsday prep, and some luxury bunker companies told BI interest spiked during the conflict between Israel and Iran.",2025-07-01T10:55:01Z,https://www.businessinsider.com/ceo-doomsday-prepper-bunkers-shelters-guns-zuckerberg-altman-2025-7,business
8 tech executives told us the top skills you need in the age of AI,"As AI becomes more ubiquitous in the workplace, tech executives discussed the importance of leaning into these three skills.",2025-07-01T14:16:13Z,https://www.businessinsider.com/top-skills-learn-ai-era-tech-executives-2025-7,business
Olivia Munn says she learned to let go of her 'extra baggage' after her breast cancer diagnosis,"""Because when you are diagnosed with cancer you have one job,"" Olivia Munn says.",2025-07-01T04:21:54Z,https://www.businessinsider.com/olivia-munn-breast-cancer-diagnosis-extra-baggage-rethink-mindset-priorities-2025-7,business
"DMs have finally arrived on Threads. No, they're not encrypted.","Private messaging makes its way to Threads, after two years and user requests.",2025-07-01T16:01:01Z,https://www.businessinsider.com/meta-threads-launches-private-unencrypted-messaging-dms-2025-7,business
Microsoft says its new health AI beat doctors in accurate diagnoses by a mile,"The AI system correctly solved 85.5% of medical cases in the study, outperforming 21 experienced doctors who averaged 20% accuracy.",2025-07-01T06:45:48Z,https://www.businessinsider.com/microsoft-ai-diagnosed-accurate-doctors-medicine-study-2025-7,business
Andy Jassy says AI will eliminate some Amazon jobs — but create more in at least 2 areas,"""We're going to hire more people in AI and more people in robotics,"" Jassy said on CNBC.",2025-07-01T07:19:27Z,https://www.businessinsider.com/andy-jassy-ai-eliminate-jobs-create-more-robotics-2025-7,business
Elon Musk is threatening their political careers. Republicans say they aren't sweating it.,"Elon Musk said he'd go after anyone who voted for Trump's ""Big Beautiful Bill."" Republicans on Capitol Hill say they aren't worried about it.",2025-07-02T20:49:06Z,https://www.businessinsider.com/elon-musk-threats-big-beautiful-bill-republicans-2025-7,business
Biden shares his biggest leadership lessons in a speech to HR leaders,"In a speech to HR professionals, Biden discussed the importance of family, respect, and personal connection in leadership.",2025-07-02T19:32:59Z,https://www.businessinsider.com/leadership-lessons-former-president-biden-hr-professionals-2025-7,business
Elon Musk says his DOGE chainsaw stunt onstage 'lacked empathy',"""Milei gave me the chainsaw backstage and I ran with it,"" Musk wrote on X.",2025-07-02T04:29:22Z,https://www.businessinsider.com/elon-musk-doge-chainsaw-cpac-lacked-empathy-2025-7,business
"Ukraine struck Russian warplanes at a base its fighter-bombers flee to when other airfields are in danger, intel says","Ukraine used drones to attack a base where Russia keeps its Su-34 aircraft, which can be armed with highly destructive glide bombs.",2025-07-01T16:31:00Z,https://www.businessinsider.com/ukraine-attacked-russian-jets-at-base-fighter-bombers-disperse-to-2025-7,business
Citadel hires a chief medical officer as Ken Griffin pushes for 'peak performance',An internal company memo revealed the person is a neurologist who previously worked at Morgan Stanley and is a Harvard grad.,2025-07-02T18:14:53Z,https://www.businessinsider.com/citadel-chief-medical-officer-david-stark-benefits-2025-7,business
Charlize Theron says being a single mom was 'one of the healthiest decisions' she ever made,"Charlize Theron says some people might question whether her decision was fair to her kids, but in the end, only they can speak to their own experience.",2025-07-03T04:23:23Z,https://www.businessinsider.com/charlize-theron-why-being-single-mom-works-motherhood-parenting-2025-7,business
'The Sandman' is based on one of the best-loved comics of all time. So why did Netflix cancel it after 2 seasons?,"""The Sandman"" is ending after its second season. The sexual allegations against its writer, Neil Gaiman, is just one of the reasons why.",2025-07-01T17:00:42Z,https://www.businessinsider.com/the-sandman-season-two-netlix-ending-why-2025-6,business
What top people in media and politics are saying about Paramount's settlement with Trump,"Media and political insiders react to Paramount's settlement with Trump, questioning its potential impacts on the Skydance merger and press freedom.",2025-07-02T19:25:00Z,https://www.businessinsider.com/paramount-trump-settlement-media-politics-reactions-2025-7,business
Why Investors Don’t Care About Your Business,Founders with great businesses are often frustrated that they can’t raise money. Here’s why. I’ve been having coffee with lots of frustrated founders (my students and others) bemoaning most VCs won’t even meet with them unless they have AI in their fundraisin…,2025-07-01T13:00:38Z,https://steveblank.com/2025/07/01/why-investors-dont-care-about-your-business/,business
"Microsoft Just Fired About 9,000 People While Making Billions",The tech giant is posting staggering profits and leading the AI revolution.,2025-07-03T00:54:49Z,https://gizmodo.com/microsoft-just-fired-about-9000-people-while-making-billions-2000623667,business
"Microsoft Makes Significant Layoffs Across Gaming Division, Xbox Boss Phil Spencer Confirms in Memo to Staff","Microsoft has today made significant layoffs to its gaming division, per a memo sent to staff by Xbox boss Phil Spencer and reviewed by IGN.",2025-07-02T13:04:11Z,https://www.ign.com/articles/microsoft-makes-significant-layoffs-across-gaming-division-xbox-boss-phil-spencer-confirms-in-memo-to-staff,business
AI giants win big in the copyright fight. Here's what happens now.,Big tech companies recently secured legal victories allowing free use of copyrighted content. This will reshape the internet in profound ways.,2025-07-01T10:00:01Z,https://www.businessinsider.com/ai-giants-win-copyright-fight-what-happens-now-2025-6,business
"What Diddy's guilty verdict and civil suits mean for his net worth, music catalog, and brands","Once the richest man in hip-hop, Diddy's fortune is in the balance as his civil lawsuits mount.",2025-07-02T20:33:19Z,https://www.businessinsider.com/sean-diddy-combs-businesses-net-worth-verdict-lawsuit-2025-7,business
"The new Gilded Age: For billionaire weddings, discretion is out and consumption is in","The displays of wealth and power at the recent weddings of billionaires, like Bezos-Sánchez's nuptials, are a callback to the Gilded Age.",2025-07-02T15:21:53Z,https://www.businessinsider.com/billionaire-weddings-jeff-bezos-lauren-sanchez-soros-ambani-discretion-consumption-2025-7,business
Diddy jury says it has reached a verdict on all but 1 charge,"The jury in Sean ""Diddy"" Combs' sex-trafficking trial said in a note that they've reached a verdict on all charges except one.",2025-07-01T21:02:30Z,https://www.businessinsider.com/diddy-trial-jury-sean-combs-sex-trafficking-racketeering-partial-verdict-2025-7,business
The 15 college majors with the highest unemployment,"Recent college graduates in about a dozen college majors had unemployment rates above 5% in 2023, an analysis from the New York Fed showed.",2025-07-01T18:21:13Z,https://www.businessinsider.com/unemployment-college-majors-anthropology-physics-computer-engineering-jobs-2025-7,business
"Sean 'Diddy' Combs found not guilty of sex trafficking and racketeering, but guilty on lesser charges","Sean ""Diddy"" Combs' trial finally ended with a mixed verdict. The Manhattan jury heard more than six weeks of testimony from 34 government witnesses.",2025-07-02T14:32:34Z,https://www.businessinsider.com/diddy-guilty-sean-combs-trial-verdict-2025-7,business
"A team of engineers saved Morgan Stanley more than 280,000 hours this year. The bank says their tool won't take jobs.","A new tool at Morgan Stanley has saved more than 11,000 days of work this year alone and replaced ""onerous"" rote work.",2025-07-01T09:43:01Z,https://www.businessinsider.com/devgen-ai-tool-saved-morgan-stanley-280-000-hours-jobs-2025-7,business
"Congrats, class of 2025 — you won't be able to buy a home in the next decade","Recent college grads face skyrocketing home prices, low starting salaries, and student loan payments while trying to buy homes.",2025-07-01T10:36:01Z,https://www.businessinsider.com/recent-college-grads-might-not-be-homeowners-anytime-soon-2025-7,business
"The latest Musk-Trump feud is a 'nail in the coffin' moment for Tesla, investor Ross Gerber says","Elon Musk reigniting his feud with the president is ""stupid,"" according to longtime Tesla investor Ross Gerber.",2025-07-02T19:18:59Z,https://www.businessinsider.com/tesla-stock-price-elon-musk-trump-tsla-prediction-ross-gerber-2025-7,business
"Elon Musk is ripping the GOP and Trump's 'big, beautiful bill' again. Here's how it all went down.","""If this insane spending bill passes, the America Party will be formed the next day,"" Musk wrote in an X post on Monday.",2025-07-01T03:55:54Z,https://www.businessinsider.com/elon-musk-is-ripping-trumps-big-beautiful-bill-again-2025-7,business
There's already a Musk versus Trump election next year,It didn't take long for Trump and Elon Musk to end up on opposite ends of an election.,2025-07-01T16:07:17Z,https://www.businessinsider.com/musk-versus-trump-election-kentucky-next-year-2025-7,business
Tons of young people are still sharing streaming passwords despite Hollywood's crackdown,A new Pew survey found young people are borrowing streaming passwords at high rates. That means media companies have tons of freeloaders to target.,2025-07-01T21:02:49Z,https://www.businessinsider.com/streaming-password-sharing-crackdown-netflix-disney-young-people-pew-survey-2025-7,business
A Federal Reserve president thinks fears of a 1970s-style stagflation are overblown,"Austan Goolsbee doesn't think that stagflation is possible in the near term, despite rising geopolitical conflicts and tariffs.",2025-07-01T01:40:47Z,https://www.businessinsider.com/federal-reserve-president-thinks-stagflation-fears-are-overblown-inflation-price-2025-6,business
"Hedge fund returns halfway through 2025: How big names like Citadel, Balyasny, and more have managed this year's markets",Stock markets have rebounded worldwide from the shock caused by President Donald Trump's tariff proposals.,2025-07-01T17:43:29Z,https://www.businessinsider.com/june-hedge-fund-performance-citadel-balyasny-2025-7,business
Microsoft pulls plug on generous Azure credit program for startups,"Up to $150 K tier shelved, perks folded into two-track system
Microsoft has retired its program that granted incorporated AI startups with a validated business plan up to $150,000 in Azure credits and replaced it with a two-track system.…",2025-07-01T21:57:11Z,https://www.theregister.com/2025/07/01/microsoft_azure_startup/,business
ChatGPT creates phisher’s paradise by recommending the wrong URLs for major companies,"Crims have cottoned on to a new way to lead you astray
AI-powered chatbots often deliver incorrect information when asked to name the address for major companies’ websites, and threat intelligence business Netcraft thinks that creates an opportunity for crimi…",2025-07-03T06:30:09Z,https://www.theregister.com/2025/07/03/ai_phishing_websites/,business
Who testified in the trial?,"A look back at some of the key people who gave evidence during the New York trial of Sean ""Diddy"" Combs.",2025-07-02T15:00:47Z,https://www.bbc.com/news/articles/cj3rmypl8d1o,business
Why investing in climate-vulnerable countries makes good business sense,"At a coastal port in Chittagong, Bangladesh, something remarkable is underway. With support from a US$850 million (£620 million) investment from the World Bank, engineers are building flood-resistant infrastructure that can survive rising seas and stronger st…",2025-07-02T16:33:04Z,https://phys.org/news/2025-07-investing-climate-vulnerable-countries-good.html,business
"Unannounced MMO From The Elder Scrolls Online Dev Canceled, Veteran Studio Head Steps Down Amid Microsoft Layoffs","Matt Firor, boss of The Elder Scrolls Online developer ZeniMax Online Studios, has stepped down amid the cancellation of the studio’s unannounced MMO.",2025-07-02T18:05:44Z,https://www.ign.com/articles/unannounced-mmo-from-the-elder-scrolls-online-dev-canceled-veteran-studio-head-steps-down-amid-microsoft-layoffs,business
Whoop MG review: a big whoop for a small crowd,"The tragedy of a niche product is if it sees any success, two things will happen. First, rivals big and small will copy its ideas. Then, to combat that existential threat and appease investors, there'll be an appeal to the larger mass market. A handful of nic…",2025-07-02T15:58:48Z,https://www.theverge.com/fitness-tracker-review/696156/whoop-mg-review-wearables-fitness-tracker-health,business
ISM® Manufacturing index Increased to 49.0% in June,"(Posted with permission).  The ISM manufacturing index indicated expansion.  The PMI® was at 49.0% in June, up from 48.5% in May.  The emplo...",2025-07-01T14:00:00Z,https://www.calculatedriskblog.com/2025/07/ism-manufacturing-index-increased-to.html,business
"I'm 80 and still working. I've filed for bankruptcy twice and only have $37 in my savings account, but I feel blessed.","Sandy McConnell, 80, works as a full-time accounts receivable specialist, earning around $50,000 a year. She has $37 in savings and over $70,000 in debt.",2025-07-01T09:15:01Z,https://www.businessinsider.com/retirement-aging-working-at-80-no-savings-social-security-struggles-2025-7,business
Ford's CEO sounded the alarm again on China. Here are 3 ways Chinese EVs drastically differ from their US rivals.,"Asked about the rapid growth of Chinese electric car companies like BYD, Ford CEO Jim Farley called it ""the most humbling thing I have ever seen.""",2025-07-02T11:23:13Z,https://www.businessinsider.com/3-ways-chinese-evs-are-different-from-their-us-rivals-2025-7,business
"Leaked docs reveal Meta is training its chatbots to message you first, remember your chats, and keep you talking","Leaked guidelines show how Meta's custom AI chatbots are trained to get more proactive, following up with users to increase retention.",2025-07-03T05:22:03Z,https://www.businessinsider.com/meta-ai-studio-chatbot-training-proactive-leaked-documents-alignerr-2025-7,business
"Actually, your presence doesn't count as a wedding gift","Weddings are expensive for everyone involved. As a result, both guests and couples say that giving and receiving gifts has become confusing.",2025-07-02T10:32:01Z,https://www.businessinsider.com/wedding-gift-amount-confusing-guests-bride-groom-2025-7,business
Penske is using AI to get ahead of costly truck maintenance issues,"Penske Truck Leasing uses telematics and AI to help predict costly truck maintenance issues, which can lead to cost-savings for its customers.",2025-07-02T16:12:10Z,https://www.businessinsider.com/penske-uses-ai-technology-to-enhance-truck-maintenance-cost-savings-2025-6,business
