title,description,publishedAt,url,category,cleaned_text
New laws this month touch on fundamental rights,Tennessee's new laws on immigration already face court challenges. Other states are changing gun laws or imposing new restrictions on transgender people.,2025-07-01T22:17:42Z,https://www.npr.org/2025/07/01/nx-s1-5453851/guns-immigration-states-laws-take-effect,health,new law month touch fundamental right tennessee new law immigration already face court challenge state changing gun law imposing new restriction transgender people
Kidney Transplant Patient Got Incredibly Rare Infection from Her Cat,"The 56-year-old woman was hospitalized with an infection along her left arm's joints, tendons, and skin.",2025-07-01T20:27:46Z,https://gizmodo.com/kidney-transplant-patient-got-incredibly-rare-infection-from-her-cat-2000622938,health,kidney transplant patient got incredibly rare infection cat 56yearold woman hospitalized infection along left arm joint tendon skin
Rocket Engines That Flew 22 Space Shuttle Missions Are Ready for NASA’s Next Moon Mission,The four RS-25 engines were stripped from old Space Shuttles to equip Artemis Moon missions.,2025-07-02T20:45:41Z,https://gizmodo.com/rocket-engines-that-flew-22-space-shuttle-missions-are-ready-for-nasas-next-moon-mission-2000623372,health,rocket engine flew 22 space shuttle mission ready nasa’s next moon mission four rs25 engine stripped old space shuttle equip artemis moon mission
AI Could Help Save Patients from Extreme Heat,AI could be used to comb through electronic health records and warn vulnerable people about dangerous heat waves,2025-07-02T15:15:00Z,https://subscriber.politicopro.com/article/eenews/2025/07/02/to-help-patients-beat-the-heat-one-hospital-turns-to-ai-00432942,health,ai could help save patient extreme heat ai could used comb electronic health record warn vulnerable people dangerous heat wave
MPs to vote on welfare bill as unrest rumbles on,The House of Commons will vote on welfare cuts bill this evening as some MPs call for further changes.,2025-07-01T04:32:45Z,https://www.bbc.com/news/articles/c62889vm3nno,health,mp vote welfare bill unrest rumble house common vote welfare cut bill evening mp call change
"US-Israeli backed Gaza aid group must be shut down, say 130 charities",The call from some of the world's top aid organisations and charities comes after reports of soldiers killing hundreds of of Palestinians at aid sites.,2025-07-01T05:02:06Z,https://www.bbc.com/news/articles/cn5kk1w00xyo,health,usisraeli backed gaza aid group must shut say 130 charity call world top aid organisation charity come report soldier killing hundred palestinian aid site
Unpacking claims nursing homes say they will 'close their doors' if GOP passes budget bill,"Some 27% of nursing homes reported they'd have to close if Medicaid was cut, one survey found.",2025-07-03T01:30:00Z,https://www.snopes.com/news/2025/07/03/budget-bill-gop-nursing-homes/,health,unpacking claim nursing home say close door gop pass budget bill 27 nursing home reported theyd close medicaid cut one survey found
A trucker in his late 70s who can't afford to retire shares the big regret he made decades ago that may have changed his circumstances,"Hank Faber has been trucking for over 30 years and driven over 4 million miles, but can't afford to stop yet. He needs the money to pay his bills.",2025-07-01T10:58:01Z,https://www.businessinsider.com/trucker-still-driving-late-70s-cant-afford-retirement-2025-6,health,trucker late 70 cant afford retire share big regret made decade ago may changed circumstance hank faber trucking 30 year driven 4 million mile cant afford stop yet need money pay bill
Citadel hires a chief medical officer as Ken Griffin pushes for 'peak performance',An internal company memo revealed the person is a neurologist who previously worked at Morgan Stanley and is a Harvard grad.,2025-07-02T18:14:53Z,https://www.businessinsider.com/citadel-chief-medical-officer-david-stark-benefits-2025-7,health,citadel hire chief medical officer ken griffin push peak performance internal company memo revealed person neurologist previously worked morgan stanley harvard grad
The GOP’s big spending bill could kill renewable energy projects,Senate Republicans today passed a sweeping spending bill that narrowly avoided punitive tax measures on renewable energy but still threatens to stall its growth in the US.  After wrangling over hundreds of amendments for more than 24 hours in a so-called “vot…,2025-07-01T20:03:51Z,https://www.theverge.com/news/696047/senate-republican-spending-bill-passage-renewable-wind-solar-energy,health,gop’s big spending bill could kill renewable energy project senate republican today passed sweeping spending bill narrowly avoided punitive tax measure renewable energy still threatens stall growth u wrangling hundred amendment 24 hour socalled “vot…
"Wisconsin's 1849 law is not an abortion ban, the state Supreme Court rules","After years of litigation following the Dobbs decision, the Wisconsin Supreme Court justices, with their liberal majority, ruled that the state's 176-year-old law does not ban abortion in the state.",2025-07-02T13:44:17Z,https://www.npr.org/2025/07/02/nx-s1-5454456/abortion-wisconsin-law-supreme-court,health,wisconsin 1849 law abortion ban state supreme court rule year litigation following dobbs decision wisconsin supreme court justice liberal majority ruled state 176yearold law ban abortion state
Lawsuit accuses Trump admin of targeting minorities in Los Angeles immigration raids,Lawsuit accuses Trump administration of 'systemic pattern' of targeting minorities in immigration crackdown,2025-07-03T00:30:23Z,https://abcnews.go.com/Politics/lawsuit-accuses-trump-administration-systemic-pattern-targeting-minorities/story?id=123427449,health,lawsuit accuses trump admin targeting minority los angeles immigration raid lawsuit accuses trump administration systemic pattern targeting minority immigration crackdown
Scary Survey Results: Teen Drivers Are Often Looking at Their Phones,"New troubling research found that entertainment is the most common reason teens use their phones behind the wheel, followed by texting and navigation.",2025-07-03T04:01:03Z,https://www.cnet.com/tech/mobile/scary-survey-results-teen-drivers-are-always-looking-at-their-phones/,health,scary survey result teen driver often looking phone new troubling research found entertainment common reason teen use phone behind wheel followed texting navigation
Europe’s 20 largest startup funding rounds this year (so far),"Despite a cautious VC climate and ongoing geopolitical jitters, European startups are still attracting serious cash.  Covering everything from AI drug discovery and space launches to quantum software and fusion energy, the continent’s startups raised €19bn in…",2025-07-01T15:14:23Z,https://thenextweb.com/news/europes-20-largest-startup-funding-rounds-this-year-so-far,health,europe’s 20 largest startup funding round year far despite cautious vc climate ongoing geopolitical jitter european startup still attracting serious cash covering everything ai drug discovery space launch quantum software fusion energy continent’s startup raised €19bn in…
BIEL: Cohesive Branding and Visual Identity for Two Worlds,"BIEL: Cohesive Branding and Visual Identity for Two Worlds

 


 abduzeedo
 07/02 — 2025


 Explore how CIGA crafted BIEL's branding and visual identity, seamlessly blending health food and beach vibes.
Designers often face a challenge. They must create one b…",2025-07-02T16:27:32Z,https://abduzeedo.com/node/88855,health,biel cohesive branding visual identity two world biel cohesive branding visual identity two world abduzeedo 0702 — 2025 explore ciga crafted biels branding visual identity seamlessly blending health food beach vibe designer often face challenge must create one b…
You’ve been sold a giant myth when it comes to improving your health,"Diet and exercise will only get you so far, but there is a magic bullet that could make us all live longer, says professor of global public health Devi Sridhar",2025-07-02T16:00:31Z,https://www.newscientist.com/article/2485021-youve-been-sold-a-giant-myth-when-it-comes-to-improving-your-health/,health,you’ve sold giant myth come improving health diet exercise get far magic bullet could make u live longer say professor global public health devi sridhar
Study: 14 million lives could be lost due to Trump aid cuts,A new study looks at lives saved by USAID in the past and what the future without the agency will look like.,2025-07-01T23:19:04Z,https://www.npr.org/sections/goats-and-soda/2025/07/01/nx-s1-5452513/trump-usaid-foreign-aid-deaths,health,study 14 million life could lost due trump aid cut new study look life saved usaid past future without agency look like
Read the exclusive pitch deck AI voice agent startup Cekura used to raise $2.4 million out of Y Combinator,Y Combinator-backed Cekura was founded by three longtime friends to stress-test AI voice agents in highly-regulated industries.,2025-07-01T12:00:01Z,https://www.businessinsider.com/read-pitch-deck-y-combinator-startup-used-seed-funding-2025-6,health,read exclusive pitch deck ai voice agent startup cekura used raise 24 million combinator combinatorbacked cekura founded three longtime friend stresstest ai voice agent highlyregulated industry
Lizzo Shares the 3 Meals She Ate to Achieve Her Weight Loss Goal and Why She Eats Dinner Before 5 P.M.,"Lizzo revealed that she reached her ""weight release goal"" in January 2025",2025-07-02T04:56:53Z,https://people.com/lizzo-shares-3-meals-she-ate-to-achieve-her-weight-loss-goal-and-why-she-eats-dinner-before-5-pm-11765080,health,lizzo share 3 meal ate achieve weight loss goal eats dinner 5 pm lizzo revealed reached weight release goal january 2025
"Men Who Were Basically Forced To Say ""I Do"" Are Revealing What Happened After, And My Jaw Is On The Floor","""I will never make a mistake with my life like that ever again.""View Entire Post ›",2025-07-02T20:46:01Z,https://www.buzzfeed.com/abbyzinman/grooms-pressured-marriage-stories,health,men basically forced say revealing happened jaw floor never make mistake life like ever againview entire post ›
Republicans now own America’s broken health care system,"Senate Republicans have passed President Donald Trump’s “big, beautiful bill,” a move that will make major changes to Medicaid through establishing a work requirement for the first time and restricting states’ ability to finance their share of the program’s c…",2025-07-01T19:51:43Z,https://www.vox.com/health-care/418431/big-beautiful-bill-lose-medicaid-trump,health,republican america’s broken health care system senate republican passed president donald trump’s “big beautiful bill” move make major change medicaid establishing work requirement first time restricting states’ ability finance share program’s c…
"14 Million People Could Die in Next 5 Years Due to USAID Cuts, Study Finds","Elon Musk bragged about sending the USAID through a ""wood chipper"" earlier this year.",2025-07-01T16:15:14Z,https://gizmodo.com/14-million-people-could-die-in-next-5-years-due-to-usaid-cuts-study-finds-2000622755,health,14 million people could die next 5 year due usaid cut study find elon musk bragged sending usaid wood chipper earlier year
Senior Vision Pro engineer allegedly took a ‘massive volume’ of secret plans to Snap,"Apple has accused a former senior Vision Pro engineer of stealing thousands of documents containing plans for unreleased features, and taking them to his new role working on glasses–based projects for Snap.



A lawsuit alleges that Di Liu claimed he was quit…",2025-07-01T13:00:14Z,https://9to5mac.com/2025/07/01/senior-vision-pro-engineer-allegedly-took-a-massive-volume-of-secret-plans-to-snap/,health,senior vision pro engineer allegedly took ‘massive volume’ secret plan snap apple accused former senior vision pro engineer stealing thousand document containing plan unreleased feature taking new role working glasses–based project snap lawsuit alleges di liu claimed quit…
Thousands of Philadelphia city workers on strike but judge orders some back to work,"A strike being staged by nearly 10,000 city workers in Philadelphia has entered its second day",2025-07-02T13:39:05Z,https://abcnews.go.com/US/wireStory/thousands-city-workers-strike-philadelphia-judge-orders-back-123409133,health,thousand philadelphia city worker strike judge order back work strike staged nearly 10000 city worker philadelphia entered second day
People Are Being Warned Not to Drink Coffee in the Heat. I Asked Experts If That's an Exaggeration,"To find out if caffeine can dehydrate your body or if it's a vasoconstrictor, I asked three dietitians for the caffeinated tea.",2025-07-01T11:22:03Z,https://www.cnet.com/health/medical/people-warned-not-drink-coffee-in-heat-i-asked-experts-if-exaggeration/,health,people warned drink coffee heat asked expert thats exaggeration find caffeine dehydrate body vasoconstrictor asked three dietitian caffeinated tea
Marvel Rivals Season 3: New Phoenix Trailer Had Me Screaming 'What?!',The new duelist's first gameplay trailer shows off her explosive abilities and ultimate.,2025-07-02T18:12:00Z,https://www.cnet.com/tech/gaming/marvel-rivals-season-3-new-phoenix-trailer-had-me-screaming/,health,marvel rival season 3 new phoenix trailer screaming new duelist first gameplay trailer show explosive ability ultimate
NIH-Funded Science Must Now Be Free To Read Instantly,"Starting today, researchers funded by the US National Institutes of Health (NIH) will be required to make their scientific papers available to read for free as soon as they are published in a peer-reviewed journal. That's according to the agency's latest publ…",2025-07-01T14:40:00Z,https://science.slashdot.org/story/25/07/01/0827211/nih-funded-science-must-now-be-free-to-read-instantly,health,nihfunded science must free read instantly starting today researcher funded u national institute health nih required make scientific paper available read free soon published peerreviewed journal thats according agency latest publ…
"Samsung's Ballie hit with another setback, delayed to 'find its place' in homes","A report from South Korea claims Samsung has delayed its AI companion, Ballie, as it expressed ""concerns"" about its place in the home.",2025-07-02T19:50:54Z,https://www.androidcentral.com/accessories/smart-home/samsung-ballie-another-setback-concerns-home-use-report,health,samsungs ballie hit another setback delayed find place home report south korea claim samsung delayed ai companion ballie expressed concern place home
Ozzy bows out: Rock's wildest frontman prepares for one last show,Rock icon and heavy metal pioneer Ozzy Osbourne is set to perform for devoted fans one last time.,2025-07-03T00:08:08Z,https://www.bbc.com/news/articles/c2d008yrppwo,health,ozzy bow rock wildest frontman prepares one last show rock icon heavy metal pioneer ozzy osbourne set perform devoted fan one last time
Aging-Related Inflammation Is Not Universal Across Human Populations,"Inflammation may not be a universal human experience, but a byproduct of industrialized lifestyles.",2025-07-01T05:52:40Z,https://www.publichealth.columbia.edu/news/aging-related-inflammation-not-universal-across-human-populations,health,agingrelated inflammation universal across human population inflammation may universal human experience byproduct industrialized lifestyle
Iconic Animator Chuck Jones Creates an Oscar-Winning Animation About the Virtues of Universal Health Care (1949),"While our country looks like it might be coming apart at the seams, it’s good to revisit, every once in a while, moments when it did work. And that’s not so that we can feel nostalgic about a lost time, but so that we can remind ourselves how, given the right…",2025-07-01T08:00:41Z,https://www.openculture.com/2025/07/chuck-jones-creates-an-oscar-winning-animation-about-the-virtues-of-universal-health-care.html,health,iconic animator chuck jones creates oscarwinning animation virtue universal health care 1949 country look like might coming apart seam it’s good revisit every moment work that’s feel nostalgic lost time remind given right…
USAID cuts could cause more than 14 million additional deaths by 2030: Study,"The State Department is taking over programs previously run by the U.S. Agency for International Development, also known as USAID.",2025-07-01T19:28:34Z,https://abcnews.go.com/Health/usaid-programs-now-run-state-department-agency-ends/story?id=123373289,health,usaid cut could cause 14 million additional death 2030 study state department taking program previously run u agency international development also known usaid
"Trump global aid cuts risk 14 million deaths in five years, report says","The figure from the Lancet, a leading science journal, includes 700,000 child deaths globally a year.",2025-07-01T01:55:32Z,https://www.bbc.com/news/articles/cx2jjpm7zv8o,health,trump global aid cut risk 14 million death five year report say figure lancet leading science journal includes 700000 child death globally year
New IIHS Study Shows Mental Health Challenges Are The Largest Contributor To The Rise In DUI Deaths Since The Pandemic,The study found that self-reported depressive episodes and suicide plans were a significant contributor to a rise in impaired driving deaths between 2020-2022.,2025-07-02T21:10:47Z,https://www.jalopnik.com/1902259/iihs-study-mental-health-challenges-rise-dui-deaths/,health,new iihs study show mental health challenge largest contributor rise duo death since pandemic study found selfreported depressive episode suicide plan significant contributor rise impaired driving death 20202022
FBI says watch out for new health insurance scams,"Between email, calls, texts, and now an unending torrent of AI slop, I feel like I’ve been fighting off scammers every single day for basically my entire adult life. And now that my creaky adult body is starting to succumb to the inexorable forces of entropy,…",2025-07-01T15:22:08Z,https://www.pcworld.com/article/2833558/fbi-says-watch-out-for-new-health-insurance-scams.html,health,fbi say watch new health insurance scam email call text unending torrent ai slop feel like i’ve fighting scammer every single day basically entire adult life creaky adult body starting succumb inexorable force entropy…
"Health alerts, risk of field fires as heatwave sweeps across Europe",A record-breaking heatwave has forced many schools in France  and the Netherlands to close amid health warnings.,2025-07-01T13:31:05Z,https://www.aljazeera.com/news/2025/7/1/health-alerts-risk-of-field-fires-as-heatwave-sweeps-across-europe,health,health alert risk field fire heatwave sweep across europe recordbreaking heatwave forced many school france netherlands close amid health warning
Apple Watch Ultra 3 Rumors: Satellite Connectivity and Blood Pressure for Fall 2025 Launch,"Apple Watch Ultra 3 Rumors: Satellite Connectivity and Blood Pressure for Fall 2025 LaunchApple appears ready to deliver its most significant smartwatch update in years, with multiple industry analysts and credible reports suggesting the Apple Watch Ultra 3...",2025-07-02T08:45:16Z,https://www.yankodesign.com/2025/07/02/apple-watch-ultra-3-rumors-satellite-connectivity-and-blood-pressure-for-fall-2025-launch/,health,apple watch ultra 3 rumor satellite connectivity blood pressure fall 2025 launch apple watch ultra 3 rumor satellite connectivity blood pressure fall 2025 launchapple appears ready deliver significant smartwatch update year multiple industry analyst credible report suggesting apple watch ultra 3
Upgrade your family’s drinking water with Waterdrop Filters this Prime Day,Upgrade your drinking water this Prime Day with Waterdrop #sponsored,2025-07-02T17:00:50Z,https://www.androidpolice.com/upgrade-your-drinking-water-with-waterdrop-filters-prime-day/,health,upgrade family’s drinking water waterdrop filter prime day upgrade drinking water prime day waterdrop sponsored
OSHWA Healthware Highlight: OpenNerve,"OpenNerve could be the community-driven solution to vagus nerve therapy.
The post OSHWA Healthware Highlight: OpenNerve appeared first on Make: DIY Projects and Ideas for Makers.",2025-07-02T16:00:00Z,https://makezine.com/article/technology/oshwa-healthware-highlight-opennerve/,health,oshwa healthware highlight opennerve opennerve could communitydriven solution vagus nerve therapy post oshwa healthware highlight opennerve appeared first make diy project idea maker
1975 Maserati Bora 4.9 Coupe,"With a wedge-shaped design penned by Italdesign's Giorgetto Giugiaro, the Maserati Bora was the company's first mid-engined street car, meant to compete with the Lamborghini Miura and De Tomaso Mangusta. This example, completed in April 1975, is one of roughl…",2025-07-01T19:00:01Z,https://uncrate.com/1975-maserati-bora-49-coupe/,health,1975 maserati bora 49 coupe wedgeshaped design penned italdesigns giorgetto giugiaro maserati bora company first midengined street car meant compete lamborghini miura de tomaso mangusta example completed april 1975 one roughl…
Everyday Carry: Habanero Red,"NOMOS Glashütte Club Neomatik Watch / $3,160. Les Fines Lames Le FEU RS Lighter / $179. Craighill Station Money Clip / $38....",2025-07-02T17:55:20Z,https://uncrate.com/everyday-carry-habanero-red/,health,everyday carry habanero red nomos glashütte club neomatik watch 3160 le fine lame le feu r lighter 179 craighill station money clip 38
Magnanni Dumas Penny Loafer,"Handcrafted in Spain and finished in Magnanni's signature hand-painted patina, the Dumas Loafer is what happens when Old World artistry meets a life lived on the move. Cut from supple calfskin and built on the brand's Bologna construction for slipper-like...",2025-07-01T17:55:58Z,https://uncrate.com/magnanni-dumas-penny-loafer/,health,magnanni duma penny loafer handcrafted spain finished magnannis signature handpainted patina duma loafer happens old world artistry meet life lived move cut supple calfskin built brand bologna construction slipperlike
Fairphone Gen. 6,Anyone who's ever broken a mainstream smartphone knows they aren't even slightly repairable by the average person. Fairphone continues its fight for repairability with its sixth-generation handset. It sports a modular design that lets owners access and swap 1…,2025-07-01T17:00:01Z,https://uncrate.com/fairphone-gen-6/,health,fairphone gen 6 anyone who ever broken mainstream smartphone know arent even slightly repairable average person fairphone continues fight repairability sixthgeneration handset sport modular design let owner access swap 1…
Travis Decker Manhunt: Police Detail New Evidence Found Amid Search,"Amid the search for Travis Decker, who is wanted for the murders of his three daughters, continues, authorities revealed a suspected DNA match to blood...",2025-07-02T13:51:54Z,https://www.eonline.com/news/1419379/travis-decker-manhunt-new-evidence-found?cmpid=sn-syndicate-aolfeed-us-,health,travis decker manhunt police detail new evidence found amid search amid search travis decker wanted murder three daughter continues authority revealed suspected dna match blood
States Need To Mimic Colorado Law Now That HHS Is A Dumpster Fire,"At the beginning of this year, the Colorado state legislature introduced HB25-1097, a state law that updated the state’s disease control statutes. Eventually signed into law by the Governor in April, the bill does a whole bunch of things related to public hea…",2025-07-01T03:03:29Z,https://www.techdirt.com/2025/06/30/states-need-to-mimic-colorado-law-now-that-hhs-is-a-dumpster-fire/,health,state need mimic colorado law hhs dumpster fire beginning year colorado state legislature introduced hb251097 state law updated state’s disease control statute eventually signed law governor april bill whole bunch thing related public hea…
Lululemon Sues Costco for Knockoff Activewear: See the Dupes in Question,"When it comes to luxury items, high-end accessories and clothes with steep prices, everyone loves a good “dupe.” From an affordable version of that fancy...",2025-07-01T15:42:51Z,https://www.womansworld.com/life/lululemon-costco-dupes-inside-the-lawsuit,health,lululemon sue costco knockoff activewear see dupe question come luxury item highend accessory clothes steep price everyone love good “dupe” affordable version fancy
These Senate changes to Trump's agenda bill could be sticking points in House,All eyes are now on the House after the Senate narrowly passed a major tax cut and spending bill that is the centerpiece of President Donald Trump's agenda.,2025-07-02T16:33:05Z,https://abcnews.go.com/Politics/senate-trumps-agenda-bill-sticking-points-house/story?id=123411636,health,senate change trump agenda bill could sticking point house eye house senate narrowly passed major tax cut spending bill centerpiece president donald trump agenda
I resigned from a 6-figure job and gave up my pension after burnout broke me. Here's how I recovered mentally and financially.,"Christy Rutherford resigned from her job with the US Coast Guard with only three and a half years left until retirement, forfeiting a full pension.",2025-07-02T09:05:01Z,https://www.businessinsider.com/resigned-job-before-get-pension-burnout-broke-me-2025-7,health,resigned 6figure job gave pension burnout broke here recovered mentally financially christy rutherford resigned job u coast guard three half year left retirement forfeiting full pension
